target_addr	target_name	from_addr	from_function	ref_type
004ae110	CMeshPart__Unk_004ae110	004ac55a	CMeshCollisionVolume__Unk_004ac4a0	UNCONDITIONAL_CALL
004ae1a0	CMeshPart__Unk_004ae1a0	004ac6b7	CMeshCollisionVolume__Unk_004ac4a0	UNCONDITIONAL_CALL
004ae220	CMeshPart__Unk_004ae220	004edd68	CStaticShadows__BuildShadowMaps	UNCONDITIONAL_CALL
004ae220	CMeshPart__Unk_004ae220	004adb00	<no_function>	UNCONDITIONAL_CALL
004ae430	CMeshPart__Unk_004ae430	004edf06	CStaticShadows__BuildShadowMaps	UNCONDITIONAL_CALL
004ae430	CMeshPart__Unk_004ae430	004adc96	<no_function>	UNCONDITIONAL_CALL
004ae640	CMeshPart__Unk_004ae640	004a51f0	CMesh__Unk_004a51f0	UNCONDITIONAL_JUMP
004ae640	CMeshPart__Unk_004ae640	004ae40e	CMeshPart__CreatePolyBucket	UNCONDITIONAL_CALL
004aea50	CMeshPart__Unk_004aea50	004a957a	CMesh__Load	UNCONDITIONAL_CALL
004aede0	CMeshPart__Unk_004aede0	004a8f05	CMesh__Load	UNCONDITIONAL_CALL
004af110	CMeshPart__Unk_004af110	004a8f49	CMesh__Load	UNCONDITIONAL_CALL
004b0800	CMeshPart__Unk_004b0800	004a9503	CMesh__Load	UNCONDITIONAL_CALL
004b0800	CMeshPart__Unk_004b0800	004b0854	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b08bd	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0983	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0a9e	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004b0b71	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c00	CMeshPart__Unk_004b0c00	004e16a3	CSoundManager__Unk_004e1360	UNCONDITIONAL_CALL
004b0c20	CMeshPart__Unk_004b0c20	004b0b5c	CMeshPart__Unk_004b0800	UNCONDITIONAL_CALL
004b0c40	CMeshPart__Unk_004b0c40	004a9360	CMesh__Load	UNCONDITIONAL_CALL
004b0d00	CMeshPart__Unk_004b0d00	004b17fc	CMCMech__Helper_004b0fb0	UNCONDITIONAL_CALL
004b1d30	CMeshPart__Unk_004b1d30	004a9524	CMesh__Load	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004af101	CMeshPart__Unk_004aede0	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004af456	CMeshPart__Unk_004af110	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004afb96	CMeshPart__LoadVerticesAndTriangles	UNCONDITIONAL_CALL
004b1eb0	CMeshPart__Unk_004b1eb0	004b07e1	CMeshPart__LoadVerticesWithBones	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	004b50fa	CEngine__Unk_004b4de0	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	0044e3a3	CExplosionInitThing__ctor_like_0044e300	UNCONDITIONAL_CALL
004b24d0	CMeshPart__Unk_004b24d0	0044e52a	<no_function>	UNCONDITIONAL_CALL
