address	name	signature	status
0x005acac0	CTexture__Unk_005acac0	void __stdcall CTexture__Unk_005acac0(void * param_1, int param_2, int param_3, void * param_4)	OK
0x005aceb0	CTexture__Unk_005aceb0	uint __stdcall CTexture__Unk_005aceb0(int param_1, int param_2, int param_3, int param_4, int param_5)	OK
0x005acf90	CTexture__Unk_005acf90	int CTexture__Unk_005acf90(void)	OK
0x005aefa0	CDXTexture__Unk_005aefa0	void __fastcall CDXTexture__Unk_005aefa0(int param_1, int param_2, int param_3, void * param_4)	OK
0x005b10b0	CDXTexture__Unk_005b10b0	void CDXTexture__Unk_005b10b0(void)	OK
0x005b1400	CTexture__Unk_005b1400	void __fastcall CTexture__Unk_005b1400(int param_1, int param_2, void * param_3)	OK
0x005b1630	CDXTexture__Unk_005b1630	void __fastcall CDXTexture__Unk_005b1630(int param_1, int param_2, void * param_3)	OK
0x005b1c00	CDXTexture__Unk_005b1c00	void __stdcall CDXTexture__Unk_005b1c00(int param_1, int param_2)	OK
0x005b1c50	CDXTexture__Unk_005b1c50	int __stdcall CDXTexture__Unk_005b1c50(int param_1, int param_2, int param_3, int param_4)	OK
0x005b1d50	CDXTexture__Unk_005b1d50	void __stdcall CDXTexture__Unk_005b1d50(void * param_1, void * param_2)	OK
0x005b1da0	CDXTexture__Unk_005b1da0	int CDXTexture__Unk_005b1da0(void)	OK
0x005b25e0	CDXTexture__Unk_005b25e0	int __stdcall CDXTexture__Unk_005b25e0(void * param_1, int param_2)	OK
0x005b3170	CDXTexture__Unk_005b3170	void __stdcall CDXTexture__Unk_005b3170(void * param_1, int param_2, int param_3, void * param_4)	OK
0x005b3920	CTexture__Unk_005b3920	int __stdcall CTexture__Unk_005b3920(void * param_1, int param_2)	OK
0x005b39d0	CTexture__Unk_005b39d0	void __stdcall CTexture__Unk_005b39d0(void * param_1, void * param_2, int param_3)	OK
0x005b3fd0	CDXTexture__Unk_005b3fd0	void CDXTexture__Unk_005b3fd0(void)	OK
0x005b4080	CDXTexture__Unk_005b4080	void __stdcall CDXTexture__Unk_005b4080(int param_1)	OK
0x005b44c0	CDXTexture__Unk_005b44c0	int __stdcall CDXTexture__Unk_005b44c0(int param_1, int param_2)	OK
0x005b6500	CDXTexture__Unk_005b6500	void __fastcall CDXTexture__Unk_005b6500(void * param_1, int param_2, int param_3)	OK
0x005b65a0	CDXTexture__Unk_005b65a0	void __fastcall CDXTexture__Unk_005b65a0(int param_1, int param_2, int param_3, int param_4)	OK
0x005b6650	CDXTexture__Unk_005b6650	void __fastcall CDXTexture__Unk_005b6650(void * param_1, int param_2, int param_3)	OK
0x005b6720	CDXTexture__Unk_005b6720	void __fastcall CDXTexture__Unk_005b6720(int param_1, int param_2, int param_3, int param_4)	OK
0x005b6c30	CDXTexture__Unk_005b6c30	void __stdcall CDXTexture__Unk_005b6c30(void * param_1, int param_2, void * param_3, int param_4)	OK
0x005b6c90	CDXTexture__Unk_005b6c90	void __stdcall CDXTexture__Unk_005b6c90(void * param_1, int param_2, void * param_3, int param_4)	OK
